"subclass","Cold-1","Cold-2","Cold-3","Cold-4","Cold-5","Cold-6","Cold-7","Cold-8","QC-1","QC-2","QC-3","QC-4","QC-5","RT-1","RT-2","RT-3","RT-4","RT-5","RT-6","RT-7","RT-8"
"SM(18:1)",3.44e+08,3.55e+08,3.17e+08,3.42e+08,4.21e+08,2.55e+08,4.21e+08,3.98e+08,2.8e+08,2.74e+08,2.63e+08,2.69e+08,2.84e+08,2.08e+08,2.22e+08,1.82e+08,1.96e+08,1.98e+08,2.29e+08,2.6e+08,2.06e+08
"SM(20:0)",8709052,8342302,6784935,7479629,6977030,5165991,8159352,6538743,6581967,6583415,5921910,2947804,6797356,4875273,4035790,5118002,5929656,6573379,6231121,7608772,5791720
"SM(22:1)",4.28e+08,4.65e+08,4.01e+08,4.78e+08,4.46e+08,3.48e+08,4.94e+08,4.13e+08,3.81e+08,3.91e+08,3.78e+08,178130717,4.01e+08,3.1e+08,216008025,3.17e+08,3.36e+08,3.7e+08,3.2e+08,3.97e+08,3.24e+08
"SM(22:2)",5.4e+07,5.1e+07,5e+07,5.2e+07,5.6e+07,4.6e+07,6e+07,6.4e+07,4.7e+07,5e+07,4.8e+07,2.5e+07,4.7e+07,4.1e+07,2.9e+07,4.2e+07,4e+07,3.9e+07,4.1e+07,5.2e+07,3.7e+07
"SM(32:1)",3417441,3183316,3461495,2916404,4155144,2907014,3472801,3473035,3208603,3301804,3010996,2814070,2731168,3044312,3653724,2444421,3156117,2371384,2148193,2861598,2850548
"SM(33:1)",1.7e+07,1.5e+07,1.3e+07,1.4e+07,1.7e+07,1.2e+07,1.8e+07,1.4e+07,1.4e+07,1.3e+07,1.4e+07,1.4e+07,1.3e+07,1e+07,1.2e+07,1.2e+07,1.1e+07,1.1e+07,1.2e+07,1.3e+07,1.2e+07
"SM(34:0)",1.2e+08,1.3e+08,1.3e+08,1.4e+08,1.5e+08,1.2e+08,1.5e+08,1.4e+08,1.2e+08,1.2e+08,1.2e+08,1.3e+08,1.2e+08,8.6e+07,1.2e+08,1e+08,1.1e+08,1.2e+08,1.2e+08,1.3e+08,1.1e+08
"SM(34:1)",2.115e+09,2.217e+09,1.916e+09,1.915e+09,2.218e+09,1.312e+09,2.317e+09,2.118e+09,1.714e+09,1.613e+09,1.413e+09,1.513e+09,1.614e+09,779277312,1.312e+09,1.111e+09,9.92e+08,1.11e+09,1.311e+09,1.513e+09,1009519586
"SM(34:2)",1.7e+07,1.7e+07,1.6e+07,1.6e+07,1.8e+07,1.3e+07,2.1e+07,1.7e+07,1.7e+07,1.5e+07,1.4e+07,1.7e+07,1.6e+07,1.3e+07,1.3e+07,1.4e+07,1.4e+07,1.3e+07,1.3e+07,1.4e+07,1.2e+07
"SM(35:1)",2.6e+07,2.5e+07,2.6e+07,2.2e+07,1590922,1.6e+07,2.9e+07,2.1e+07,1.9e+07,1.8e+07,2e+07,2.3e+07,1.9e+07,1.1e+07,1.8e+07,1.5e+07,1.2e+07,1.5e+07,1.6e+07,2.4e+07,1.6e+07
"SM(35:6)",1.3e+08,1.2e+08,1.5e+08,1.5e+08,1.5e+08,1.3e+08,9.6e+07,1.4e+08,1.2e+08,1.1e+08,1.2e+08,1.4e+08,9.7e+07,1.5e+08,9.7e+07,1.4e+08,1.2e+08,1.3e+08,1.5e+08,1.5e+08,1.3e+08
"SM(36:0)",7.3e+07,7.4e+07,5.2e+07,6.6e+07,5.9e+07,3.8e+07,8e+07,5.2e+07,4.7e+07,4.7e+07,4.9e+07,4.5e+07,4.9e+07,1.9e+07,3.9e+07,2.7e+07,3e+07,3.8e+07,4.8e+07,4.5e+07,3e+07
"SM(36:1)",6.9e+08,4.8e+08,4.4e+08,4.4e+08,4.5e+08,3e+08,4.8e+08,4.3e+08,3.9e+08,3.7e+08,3.6e+08,3.9e+08,3.6e+08,2.2e+08,2.7e+08,2.5e+08,2.6e+08,2.9e+08,3.3e+08,4e+08,2.8e+08
"SM(36:2)",8.6e+07,8e+07,8e+07,8e+07,8e+07,6e+07,9.2e+07,7.3e+07,7.4e+07,7.3e+07,6.7e+07,7.3e+07,7.1e+07,5.3e+07,5.3e+07,5.8e+07,5.8e+07,7.2e+07,5.9e+07,6.9e+07,5.8e+07
"SM(36:4)",9.3e+07,1e+08,1.2e+08,1.2e+08,1e+08,1.1e+08,1.1e+08,1.2e+08,1.2e+08,1.1e+08,1.1e+08,9.2e+07,1.1e+08,1e+08,1.1e+08,1.1e+08,1.1e+08,1.1e+08,1.2e+08,1e+08,1.1e+08
"SM(37:1)",4812030,4520131,5175822,4596975,5064280,4010059,5314144,6580718,4859602,4327306,4475124,2010449,4290288,4111957,3444078,4910681,5292818,4296379,3892031,4713853,4812357
"SM(38:0)",2.8e+07,2.9e+07,1.9e+07,2.9e+07,2.8e+07,1.7e+07,2.7e+07,2e+07,2.2e+07,1.9e+07,2e+07,2.1e+07,2.1e+07,9642337,1.3e+07,1.3e+07,1.3e+07,1.8e+07,2e+07,1.6e+07,1.5e+07
"SM(38:1)",2.2e+08,2.4e+08,1.9e+08,2.3e+08,2.5e+08,1.5e+08,2.5e+08,1.8e+08,1.7e+08,1.7e+08,1.6e+08,1.7e+08,1.7e+08,8.7e+07,1.2e+08,1.1e+08,1.2e+08,1.3e+08,1.3e+08,1.5e+08,1.2e+08
"SM(38:2)",2.7e+07,2.7e+07,2.7e+07,2.8e+07,3.4e+07,2.3e+07,3.3e+07,2.6e+07,2.6e+07,2.3e+07,2.3e+07,2.3e+07,2.2e+07,1.3e+07,1.5e+07,1.6e+07,2e+07,1.9e+07,1.8e+07,1.8e+07,1.8e+07
"SM(39:1)",3e+07,3e+07,2.8e+07,3.8e+07,3.4e+07,2.6e+07,3.8e+07,3.1e+07,2.9e+07,3e+07,2.9e+07,2.7e+07,2.9e+07,2.1e+07,2.7e+07,2.5e+07,2.5e+07,2.7e+07,2.4e+07,2.5e+07,2.6e+07
"SM(40:0)",4.5e+07,4.3e+07,3.1e+07,4.2e+07,4.8e+07,3.3e+07,4.4e+07,3.2e+07,3.3e+07,3.2e+07,3.2e+07,3.8e+07,4e+07,2.5e+07,2.5e+07,2.2e+07,2.5e+07,3.2e+07,3.4e+07,3e+07,2.7e+07
"SM(40:1)",6.2e+08,7.4e+08,4.9e+08,7.5e+08,7.9e+08,5.2e+08,8.8e+08,5e+08,5.4e+08,5.4e+08,5.7e+08,5.5e+08,5.4e+08,3.8e+08,4.3e+08,4e+08,4.6e+08,5e+08,4.4e+08,4.9e+08,4.4e+08
"SM(40:2)",7.7e+07,8e+07,6.6e+07,8.1e+07,9.1e+07,5.4e+07,9.2e+07,7.3e+07,6.9e+07,6e+07,6e+07,6.2e+07,6.5e+07,5e+07,4.8e+07,4.7e+07,5e+07,5.6e+07,4.6e+07,5.2e+07,4.7e+07
"SM(40:3)",1259047,789953,1069830,1384607,1302996,555546,1091488,1632896,1164285,1316202,1232034,637513,1236394,1431447,865963,1040441,988055,1230071,1479305,1351020,1011802
"SM(41:0)",1.4e+07,1.6e+07,1.7e+07,1.9e+07,2.2e+07,1.8e+07,1.6e+07,1.7e+07,2.1e+07,2e+07,2e+07,1.7e+07,1.6e+07,1.6e+07,2.1e+07,2e+07,2e+07,1.9e+07,1.7e+07,1.8e+07,1.9e+07
"SM(41:1)",2.1e+08,2.4e+08,2e+08,2.3e+08,2.4e+08,1.8e+08,2.5e+08,2.2e+08,1.8e+08,2e+08,1.9e+08,2e+08,2.1e+08,1.7e+08,1.8e+08,1.6e+08,1.7e+08,1.8e+08,1.6e+08,1.7e+08,1.7e+08
"SM(41:2)",3.3e+07,4e+07,3.6e+07,4.8e+07,7.3e+07,2.7e+07,3.9e+07,4.3e+07,3.2e+07,3.1e+07,3.2e+07,3.1e+07,4.1e+07,3.1e+07,2.9e+07,3.3e+07,2.7e+07,6e+07,2.5e+07,2.9e+07,3.2e+07
"SM(42:0)",2.8e+07,2.8e+07,1.7e+07,2.7e+07,2.6e+07,1.9e+07,2.6e+07,2.4e+07,2.2e+07,1.9e+07,1.8e+07,2.1e+07,1.9e+07,1.1e+07,1.5e+07,1.3e+07,1.7e+07,1.9e+07,1.7e+07,1.8e+07,1.8e+07
"SM(42:1)",402107665,472062878,331960339,412281587,442099302,281732742,472767005,371956352,341695329,341664111,311588976,360635106,332254871,251085216,300921571,241510918,281271684,291577526,291306457,331843266,271384767
"SM(42:2)",8.2e+08,1.012e+09,7.83e+08,9.03e+08,9.74e+08,6.31e+08,958346605,8.03e+08,8.3e+08,799873629,7.21e+08,8.31e+08,719463597,5.41e+08,5.91e+08,569533293,5.74e+08,589938935,619330777,7.59e+08,579292454
"SM(42:3)",3.6e+07,3.7e+07,3.2e+07,3.1e+07,4.7e+07,2.8e+07,4.6e+07,4e+07,3e+07,2.9e+07,2.8e+07,3e+07,3.1e+07,2e+07,2.5e+07,1.9e+07,2e+07,2e+07,2.5e+07,3.1e+07,2.1e+07
"SM(42:5)",7846117,8901190,6495663,8006037,8778156,8549470,1.1e+07,7188765,6745649,6158800,6546561,7721645,7234226,6572203,5875667,5531123,7936663,9793438,4770789,6286179,7685571
"SM(43:1)",2358438,2529534,2090599,2473156,2379798,1813966,2857572,2527319,2414652,2370262,1967714,1081913,2377634,1481633,1134990,1706888,2122468,1958302,1519116,1998147,1742375
"SM(43:2)",2484480,2455235,2456436,2483672,2721371,2265243,2793786,2742349,2353133,2219927,2458454,1230793,2097941,2014707,1201334,2010910,1984907,2217142,1613692,1986194,1719789
"SM(44:2)",1058877,1345287,724195,1085383,1169907,681820,1144385,1019541,946685,1272603,560381,412564,919590,576953,320731,635464,639135,636562,946191,1107518,732256
"TG(32:0)",1.52e+08,1.09e+08,5.89e+08,2.98e+08,3.74e+08,7.71e+08,2.29e+08,6.72e+08,3.13e+08,3.03e+08,3.07e+08,2.91e+08,3.25e+08,5.06e+08,6.24e+08,9.7e+07,7.71e+08,1.13e+08,6.8e+07,6.3e+07,2.07e+08
"TG(32:1)",3.2e+07,1.2e+07,3.4e+07,2.2e+07,3.1e+07,5.7e+07,1.8e+07,6e+07,2.5e+07,2.2e+07,2.2e+07,1.8e+07,2.2e+07,6.3e+07,8.6e+07,6586722,7.4e+07,1.1e+07,6591328,5459673,1.3e+07
"TG(32:2)",7686121,8851007,1.8e+07,1.9e+07,2.8e+07,3.1e+07,1.3e+07,3.8e+07,1.3e+07,1.8e+07,1.7e+07,1.7e+07,1.2e+07,1.8e+07,1.7e+07,6967658,1.7e+07,6015705,5790888,5984143,1e+07
"TG(34:0)",3e+08,1.7e+08,1.164e+09,7.55e+08,7.87e+08,1.7e+09,4.51e+08,1.576e+09,6.44e+08,6.14e+08,5.98e+08,6.24e+08,6.04e+08,1e+09,1.088e+09,1.51e+08,1.51e+09,2.26e+08,106944271,98966853,3.68e+08
"TG(34:1)",1.78e+08,1.91e+08,2.49e+08,2.67e+08,3.08e+08,3.3e+08,2.07e+08,3.3e+08,2.07e+08,2.9e+08,1.83e+08,1.99e+08,2.83e+08,3.7e+08,3.7e+08,1.31e+08,3.9e+08,1.85e+08,1.96e+08,1.07e+08,1.97e+08
"TG(34:2)",1.8e+08,7e+07,1.5e+08,1.1e+08,1.6e+08,2.5e+08,9.6e+07,1.6e+08,1e+08,9.8e+07,9.8e+07,1e+08,1.1e+08,1.3e+08,1.6e+08,4e+07,1.4e+08,3.9e+07,4.6e+07,3.5e+07,6.5e+07
"TG(35:0)",1.8e+07,3.1e+07,2.8e+07,2.4e+07,2.5e+07,2.6e+07,1.5e+07,4.9e+07,4.3e+07,3.1e+07,4.3e+07,2e+07,2.4e+07,3.1e+07,3.2e+07,3e+07,4.8e+07,4.2e+07,2.3e+07,2.8e+07,2.7e+07
"TG(35:1)",1.8e+07,2.1e+07,2.3e+07,1.8e+07,2.9e+07,6.8e+07,4.7e+07,2.5e+07,2.2e+07,2.1e+07,2e+07,6e+07,2.1e+07,2.8e+07,2.2e+07,1.4e+07,2.7e+07,4.5e+07,1.9e+07,4.6e+07,5.7e+07
"TG(36:0)",1.248e+09,1.428e+09,1.27e+09,1.194e+09,1.7e+09,1.35e+09,9.93e+08,1.51e+09,1.31e+09,1.3e+09,1.3e+09,1.3e+09,1.32e+09,1.49e+09,1.41e+09,1.231e+09,1.44e+09,1.138e+09,1.32e+09,9.69e+08,1.668e+09
"TG(36:1)",1.014e+09,1204509108,9.98e+08,819179518,1.513e+09,1.034e+09,766189359,1.223e+09,1.015e+09,9.84e+08,1.002e+09,1.113e+09,1.058e+09,1.132e+09,9.03e+08,8.34e+08,1.129e+09,894658180,832921888,663153418,1308600242
"TG(36:2)",1.2e+09,1.4e+09,1.8e+09,1.7e+09,1.7e+09,1.9e+09,9.6e+08,2.3e+09,1.3e+09,1.3e+09,1.2e+09,1.3e+09,1.9e+09,1.2e+09,1.3e+09,1.8e+09,1.3e+09,1.7e+09,1.5e+09,1.1e+09,2.3e+09
"TG(36:3)",1.7e+08,1.8e+08,3e+08,2.7e+08,2.7e+08,2.7e+08,1.3e+08,3.5e+08,1.8e+08,1.7e+08,1.7e+08,1.9e+08,3.2e+08,1.7e+08,1.9e+08,1.6e+08,1.9e+08,1.6e+08,2e+08,1.9e+08,2.1e+08
"TG(36:4)",1.3e+07,1.1e+07,8330095,1.2e+07,1.9e+07,1.6e+07,1e+07,8676689,1.5e+07,9435208,1.3e+07,1.5e+07,7395634,2.1e+07,2.9e+07,1.6e+07,2.7e+07,2.7e+07,1.8e+07,1.5e+07,1.3e+07
"TG(37:0)",8.2e+07,9.6e+07,6.7e+07,5.7e+07,1.2e+08,8.7e+07,5.7e+07,7.7e+07,7e+07,6.8e+07,6.4e+07,6.4e+07,8.4e+07,6.2e+07,8.1e+07,5.5e+07,6.4e+07,5.8e+07,1e+08,6e+07,7.1e+07
"TG(37:1)",8.3e+07,8.8e+07,1.8e+08,7.2e+07,1.2e+08,7.6e+07,6.7e+07,8e+07,9.4e+07,8.8e+07,8.9e+07,9e+07,1.2e+08,1.3e+08,8e+07,1.2e+08,9.4e+07,1.3e+08,9.2e+07,1.1e+08,1.6e+08
"TG(37:2)",2.2e+08,2.4e+08,2.2e+08,1.2e+08,3e+08,1.3e+08,6.4e+07,2.3e+08,1.6e+08,2.5e+08,1.2e+08,1.6e+08,2.3e+08,9.2e+07,2.3e+08,3.4e+08,1.6e+08,3.8e+08,2.8e+08,3.8e+08,1.9e+08
"TG(37:3)",5.1e+07,4e+07,3.9e+07,4e+07,4.7e+07,5.9e+07,5.3e+07,4.3e+07,5.3e+07,4.5e+07,5.5e+07,4.4e+07,4.9e+07,4.7e+07,5.5e+07,5.2e+07,5.8e+07,4.9e+07,7e+07,5.6e+07,9.1e+07
"TG(38:0)",7.1e+08,424620472,1.88e+09,1.14e+09,1.71e+09,3.48e+09,7.8e+08,3.2e+09,1.47e+09,1.46e+09,1.43e+09,1.49e+09,1.51e+09,3.2e+09,3.27e+09,8.2e+08,3.63e+09,7e+08,6.9e+08,5.8e+08,1.29e+09
"TG(38:1)",4.9e+09,5.7e+09,4.6e+09,4.5e+09,6.2e+09,5e+09,4e+09,5.4e+09,5.3e+09,5.2e+09,5.5e+09,5.1e+09,5.2e+09,5e+09,4.7e+09,4.8e+09,5.4e+09,5.3e+09,5.1e+09,4.1e+09,6.1e+09
"TG(38:2)",1.1e+10,1.1e+10,1e+10,9.2e+09,1.4e+10,1e+10,9.1e+09,1.1e+10,1.2e+10,1.2e+10,1.1e+10,1.1e+10,1.1e+10,1.1e+10,1.1e+10,1.2e+10,1.1e+10,1.1e+10,1.2e+10,9.8e+09,1.4e+10
"TG(38:3)",8.1e+08,7.5e+08,9.6e+08,2.5e+09,8.9e+08,8.8e+08,2.3e+09,9.7e+08,3.1e+09,3.2e+09,7.4e+08,1.6e+09,3e+09,1.1e+09,1.2e+09,3.1e+09,1.1e+09,1.1e+09,2.9e+08,2.7e+09,2.2e+09
"TG(38:4)",5.04e+08,5.39e+08,5.03e+08,5.13e+08,8.35e+08,5.46e+08,5.35e+08,5.91e+08,5.59e+08,5.75e+08,5.34e+08,5.87e+08,5.67e+08,5.44e+08,6.18e+08,5.42e+08,5.35e+08,5.16e+08,9.4e+08,4.75e+08,6.9e+08
"TG(38:5)",2.1e+07,2.3e+07,2.2e+07,1.8e+07,3.5e+07,2.5e+07,1.9e+07,2.7e+07,7.1e+07,2.9e+07,3.1e+07,3e+07,3.3e+07,2.8e+07,4.1e+07,3.4e+07,3.4e+07,3.1e+07,4.4e+07,2.9e+07,4e+07
"TG(39:0)",2.8e+07,3e+07,4.3e+07,2.7e+07,4.1e+07,5.8e+07,2.9e+07,5.8e+07,3.7e+07,4.3e+07,4.1e+07,3.4e+07,3.6e+07,6.6e+07,8.3e+07,2.8e+07,5.7e+07,2.6e+07,2.8e+07,2.7e+07,4.1e+07
"TG(39:1)",2.96e+08,3.33e+08,2.98e+08,3e+08,3.89e+08,3.2e+08,2.7e+08,3.94e+08,3.04e+08,3.11e+08,2.98e+08,3.1e+08,3.03e+08,2.7e+08,2.39e+08,2.65e+08,2.9e+08,3.77e+08,3.95e+08,2.72e+08,4.41e+08
"TG(39:2)",9.02e+08,8.72e+08,8.1e+08,8.69e+08,1.023e+09,1.003e+09,9.59e+08,8.72e+08,8.12e+08,8.14e+08,7.9e+08,8.63e+08,7.81e+08,6.8e+08,7.29e+08,6.99e+08,6.99e+08,7.57e+08,8.33e+08,7.18e+08,8.12e+08
"TG(39:3)",2.9e+08,1.9e+08,1.1e+08,1.4e+08,4.3e+08,3.3e+08,1.3e+08,1.2e+08,1.1e+08,1.3e+08,1.4e+08,3.3e+08,3.2e+08,1.3e+08,1.2e+08,2.1e+08,3.1e+08,3.3e+08,3.7e+08,1e+08,3.7e+08
"TG(39:4)",2.8e+07,3.2e+07,3.5e+07,3.6e+07,4.4e+07,3.6e+07,4e+07,3.8e+07,3.8e+07,4e+07,3.9e+07,3.9e+07,3.7e+07,3.5e+07,4.2e+07,3.9e+07,3.8e+07,4.1e+07,5e+07,4.4e+07,4.5e+07
"TG(40:0)",6.28e+08,5.77e+08,2.729e+09,1.632e+09,2.237e+09,5.626e+09,1.026e+09,5.538e+09,2.137e+09,2.04e+09,1.93e+09,2.03e+09,2.033e+09,5.129e+09,5.324e+09,7.91e+08,5.137e+09,6.42e+08,4.72e+08,5.28e+08,1.142e+09
"TG(40:1)",1.37e+09,1.36e+09,2.38e+09,2.16e+09,2.19e+09,4.3e+09,1.39e+09,4.04e+09,2.07e+09,2.5e+09,2.08e+09,2.05e+09,2.2e+09,3.1e+09,3.37e+09,1.4e+09,4.1e+09,1.31e+09,1.24e+09,1.41e+09,1.94e+09
"TG(40:2)",5.537e+09,5.919e+09,5.559e+09,5.041e+09,6.956e+09,5.93e+09,4.845e+09,6.62e+09,1.0056e+10,6.256e+09,6.349e+09,6.95e+09,6.261e+09,7.375e+09,6.483e+09,7.218e+09,8.1e+09,1.0025e+10,6.119e+09,6.014e+09,8.751e+09
"TG(40:3)",7.17e+09,8.22e+09,7.44e+09,7.35e+09,8.99e+09,7.68e+09,7.35e+09,8.04e+09,8.59e+09,8.68e+09,8.87e+09,8.38e+09,8.45e+09,8.68e+09,8.75e+09,9.25e+09,8.78e+09,9.55e+09,9.37e+09,7.75e+09,1.016e+10
"TG(40:4)",5.9e+09,6.298e+09,6.289e+09,6.383e+09,7.63e+09,6.51e+09,6.282e+09,6.91e+09,7.71e+09,7.21e+09,7.75e+09,8.1e+09,6.8e+09,6.495e+09,7.95e+09,7.183e+09,6.51e+09,7.189e+09,8.32e+09,6.082e+09,8.01e+09
"TG(40:5)",8.7e+08,9.7e+08,9.1e+08,6.3e+08,8.8e+08,1e+09,8.4e+08,1e+09,1.3e+09,1.2e+09,1.2e+09,1.2e+09,1.2e+09,1.3e+09,1.5e+09,1.5e+09,1.3e+09,1.4e+09,1.7e+09,1.3e+09,1.7e+09
"TG(40:6)",8.7e+07,1e+08,7.7e+07,8e+07,1.5e+08,7.6e+07,7.6e+07,9.2e+07,8.3e+07,8.1e+07,7.6e+07,8.3e+07,7.8e+07,6.9e+07,7.1e+07,5.1e+07,5.8e+07,5.6e+07,7.9e+07,5.6e+07,8.3e+07
"TG(41:0)",37188277,45047656,1.15e+08,6.7e+07,8.9e+07,1.67e+08,5.1e+07,1.65e+08,9.9e+07,9.4e+07,8.3e+07,9.8e+07,1.01e+08,1.58e+08,1.98e+08,48080581,1.62e+08,46121691,45090734,43455632,7.1e+07
"TG(41:1)",1.53e+08,1.8e+08,2.24e+08,1.65e+08,2.58e+08,2.38e+08,2.01e+08,2.67e+08,2e+08,1.84e+08,1.84e+08,1.83e+08,2.14e+08,2.21e+08,2.44e+08,2.05e+08,1.94e+08,1.71e+08,1.66e+08,1.88e+08,2.37e+08
"TG(41:2)",2.75e+08,3.28e+08,2.98e+08,3.23e+08,3.61e+08,2.99e+08,3.42e+08,5.67e+08,3.14e+08,2.99e+08,5.11e+08,5.47e+08,3.18e+08,3.1e+08,5.19e+08,3.86e+08,2.76e+08,3.06e+08,4.01e+08,2.89e+08,6.24e+08
"TG(41:3)",4.78e+08,5.36e+08,5.5e+08,6.01e+08,6.98e+08,6.76e+08,5.99e+08,6.17e+08,6.02e+08,6.23e+08,5.79e+08,6.56e+08,6.7e+08,5.72e+08,6.08e+08,5.5e+08,7.36e+08,6.09e+08,6.08e+08,5.78e+08,6.78e+08
"TG(41:4)",2.7e+08,2.71e+08,2.86e+08,3.18e+08,4.03e+08,3.31e+08,3.39e+08,3.2e+08,3.11e+08,3.24e+08,3.22e+08,3.36e+08,3.21e+08,2.62e+08,3.11e+08,3.25e+08,2.82e+08,3.16e+08,3.71e+08,3.28e+08,3.56e+08
"TG(41:5)",3.3e+07,3.3e+07,3.9e+07,3.3e+07,4.7e+07,3.5e+07,3e+07,4.2e+07,3.8e+07,3.6e+07,4e+07,4e+07,3.6e+07,3.8e+07,3.7e+07,3.6e+07,3.9e+07,3.7e+07,5.2e+07,3.7e+07,4.6e+07
"TG(42:0)",1.4e+09,1.4e+09,4.3e+09,3.1e+09,3.9e+09,7.9e+09,2e+09,8.2e+09,3.5e+09,3.6e+09,3.5e+09,3.3e+09,3.7e+09,7.6e+09,7.5e+09,1.7e+09,7e+09,1.2e+09,1e+09,1.2e+09,2.1e+09
"TG(42:1)",2.13e+09,2.04e+09,6.28e+09,4.37e+09,5.5e+09,1.23e+10,3.14e+09,1.277e+10,5.09e+09,4.89e+09,4.6e+09,4.85e+09,5.01e+09,9.3e+09,9.3e+09,2.22e+09,1.14e+10,1.98e+09,1.64e+09,1.85e+09,3.3e+09
"TG(42:2)",4.02e+09,1.22e+09,7.8e+09,5.26e+09,7.38e+09,1.827e+10,4.33e+09,1.636e+10,6.72e+09,6.7e+09,6.67e+09,6.71e+09,7.15e+09,1.327e+10,1.431e+10,1.6e+09,1.533e+10,1.14e+09,1.04e+09,1.01e+09,6.43e+09
"TG(42:3)",1.947e+09,1.948e+09,2.257e+09,1.847e+09,2.665e+09,2.775e+09,2.853e+09,2.78e+09,3.37e+09,2.567e+09,2.461e+09,2.57e+09,2.677e+09,3.075e+09,3.08e+09,2.66e+09,3.385e+09,2.561e+09,2.356e+09,2.148e+09,3.167e+09
"TG(42:4)",1.754e+09,1.765e+09,1.874e+09,1.541e+09,2.036e+09,2.077e+09,1.751e+09,1.928e+09,2.202e+09,2.115e+09,2.065e+09,2.104e+09,2.17e+09,2.163e+09,2.437e+09,2.411e+09,2.431e+09,2.111e+09,2.244e+09,1.938e+09,2.73e+09
"TG(42:5)",3.9e+08,4.2e+08,4.2e+08,4.2e+08,8.6e+08,5.1e+08,4.1e+08,5.1e+08,4.6e+08,4.1e+08,3.9e+08,4.4e+08,4.3e+08,4.2e+08,3.9e+08,3.2e+08,3.8e+08,3.8e+08,4e+08,3.4e+08,4.6e+08
"TG(42:6)",5.94e+08,6.79e+08,5.64e+08,5.91e+08,8.9e+08,5.76e+08,6.05e+08,6.24e+08,5.66e+08,5.6e+08,5.4e+08,5.54e+08,5.59e+08,4.85e+08,4.66e+08,3.79e+08,4.23e+08,4.46e+08,6.09e+08,4.41e+08,6.08e+08
"TG(42:7)",5.4e+07,4.1e+07,3.8e+07,5.4e+07,7.3e+07,6.2e+07,4.8e+07,8.3e+07,6e+07,8.2e+07,5.5e+07,8.4e+07,6e+07,5.8e+07,5.7e+07,3e+07,5.4e+07,3.2e+07,6.7e+07,4.6e+07,7.3e+07
"TG(43:1)",1.3e+08,1.5e+08,2.6e+08,2e+08,2.2e+08,3.4e+08,1.9e+08,3.5e+08,2.4e+08,2.3e+08,2e+08,2.2e+08,2.4e+08,3.4e+08,3.4e+08,1.8e+08,3.3e+08,1.6e+08,1.6e+08,1.6e+08,2.3e+08
"TG(43:2)",1.8e+08,1.9e+08,2.5e+08,2.2e+08,2.9e+08,4e+08,2.5e+08,3.8e+08,3.1e+08,3e+08,2.9e+08,3e+08,2.9e+08,4.8e+08,5.1e+08,2.6e+08,4.6e+08,2.6e+08,3e+08,2.7e+08,3.6e+08
"TG(43:3)",2.61e+08,2.69e+08,2.79e+08,2.73e+08,3.51e+08,2.94e+08,2.87e+08,2.42e+08,3.19e+08,2.91e+08,2.93e+08,3.02e+08,3.25e+08,2.57e+08,3.08e+08,2.96e+08,2.85e+08,2.85e+08,3.75e+08,3.28e+08,3.85e+08
"TG(43:4)",1.08e+08,9.5e+07,9.7e+07,1.03e+08,1.07e+08,1.17e+08,1.24e+08,1.07e+08,1.15e+08,1.15e+08,1.18e+08,1.16e+08,1.19e+08,1e+08,1.44e+08,1.2e+08,1.27e+08,1.3e+08,1.3e+08,1.16e+08,1.4e+08
"TG(43:5)",2.6e+07,2.7e+07,4.7e+07,2.4e+07,6.1e+07,5.1e+07,3.3e+07,2.9e+07,4.5e+07,3.2e+07,3.7e+07,3.7e+07,3.4e+07,2.8e+07,4.5e+07,3.4e+07,3.9e+07,4.1e+07,4.5e+07,6.2e+07,5.6e+07
"TG(43:6)",24063437,28243083,29139057,26458475,43771815,35396846,29864558,32280070,32385790,28730611,27165598,31197383,27692073,23117424,26263719,23632610,25589953,25847908,32748506,26190210,3.6e+07
"TG(43:7)",2.4e+07,2e+07,1.4e+07,1.2e+07,2.5e+07,1.3e+07,1.8e+07,1.5e+07,1.6e+07,1.7e+07,1.5e+07,1.7e+07,1.7e+07,1.1e+07,1.2e+07,1.5e+07,1.3e+07,1.3e+07,1.5e+07,9937488,1.7e+07
"TG(44:0)",1.9e+09,2.4e+09,4.1e+09,3.3e+09,3.5e+09,6.5e+09,2.5e+09,6.8e+09,3.9e+09,3.6e+09,3.4e+09,3.3e+09,3.9e+09,6.3e+09,6.2e+09,2.2e+09,5.4e+09,1.9e+09,1.5e+09,1.8e+09,2.3e+09
"TG(44:1)",5.4e+09,5.8e+09,1.3e+10,1.1e+10,1.3e+10,2.3e+10,7.6e+09,2.3e+10,1.1e+10,1.1e+10,1.1e+10,1.1e+10,1.1e+10,1.8e+10,1.9e+10,5.8e+09,2.1e+10,4.8e+09,4.1e+09,5.1e+09,7.8e+09
"TG(44:2)",6.783e+09,6.759e+09,1.7432e+10,1.4607e+10,1.7967e+10,3.8659e+10,1.0322e+10,3.7158e+10,1.7971e+10,1.6695e+10,1.5866e+10,1.5873e+10,1.7424e+10,3.1258e+10,3.4e+10,8.284e+09,3.1684e+10,5.996e+09,6.174e+09,6.289e+09,1.1338e+10
"TG(44:3)",1.419e+09,7.67e+08,1.517e+09,1.213e+09,1.616e+09,3.617e+09,1.021e+09,3.213e+09,1.314e+09,1.521e+09,1.422e+09,9.55e+08,1.514e+09,5.013e+09,2.717e+09,8.96e+08,5.519e+09,9.31e+08,8.26e+08,8.02e+08,1.219e+09
